Car Model ,Review,Style,Comfort,Fuel Economy,Performance,Value for Money
2013 Toyota Avanza Up Spec 1.5,"Exterior: Stylish and Elegant Exterior  Interior (Features, Space & Comfort): Stylish Console, with regular gadgets alongwith dual airbags makes it a good buy. 7+1 seating capacity makes it bigger in its category. Fuel Economy:  Ride Quality & Handling: 15 inch alloys with Kumho imported tyres gives a good handling with ebd and abs . Final Words: Good Value for Money.",3-rating,2-rating,5-rating,5-rating,5-rating
2013 Honda Civic VTi Prosmatec 1.8 i-VTEC,Do you find this review helpful? YesNo Report (9 out of 16 people found this review helpful),2-rating,4-rating,4-rating,5-rating,4-rating
2013 Toyota Fortuner 2.7 VVTi,"Exterior: It doesn't look that great nor appealing as compared to better SUVs like PRADOS and CYGNUSs  Interior (Features, Space & Comfort): Interior is little ok, as it comes with Leather seats and rear air conditioning ducts on the rear.  Fuel Economy: Fuel economy is average.  Ride Quality & Handling: Now that's where the problem starts, hard breaking is common and quite dangerous. The only way that the ride quality and handling can improve if IMC added more safety features like more airbags, traction control and VSC. This is why I don't suggest this SUV  Final Words: It's over-priced with no good built quality, and brakes are very dangerous and can cause the SUV to loose it's control, therefore not recommended by me. It lacks some more necessary features like Sunroof, cruise control and automatic climate control.   More ",1-rating,5-rating,3-rating,2-rating,1-rating
2013 Suzuki Swift DLX 1.3,Do you find this review helpful? YesNo Report (6 out of 13 people found this review helpful),5-rating,3-rating,2-rating,1-rating,1-rating
2011 Toyota Corolla GLi 1.3 VVTi,"People who come on Swift after driving cars like Cultus, Mehran, Alto always say that swift is a perfect car.  My cousin came on Swift after Mehran and he always admire the Swift by saying that swift is as comfortable as Accord and as powerful as Gli.  But how can a Mehran user say such words? Because Mehran does not satisfy definition of car.  I came on Swift after City (on advise of my Mehran user cousin) and I was shocked because Swift is far low quality car as compared to City.  Only exterior metal quality and engine can be compared with City But Seats, Interior plastic and suspensions are far lower in quality than City.  My Swift's interior started to give tick tick noise only after 12000km. Tick Tick noise come from every door and in amplifies on bumpy roads.  Seats are not comfortable as compared to City or Gli.  Interior plastic is very very low quality if compared with City. More ",3-rating,2-rating,1-rating,3-rating,4-rating
2013 Honda City Aspire 1.5 i-VTEC,Do you find this review helpful? YesNo Report (15 out of 28 people found this review helpful),2-rating,1-rating,3-rating,1-rating,3-rating
2013 Suzuki Mehran,"Exterior: strong aerodynamic design....bumper fitting clips philosphy i dont understand as old shape corolla was much better in that aspect but overall it have a very decent and gracful design.on road seem like a solid car  Interior (Features, Space & Comfort): interior is just OK ..reason for this OK is that i lacks SRS bags , indash tv, navi , climate control ac etc.should have been in this price .but drive is very confortable  Fuel Economy:engine not wire driven like honda so on petrol economy is very nice but on CNG its not that stable ,settings and average keep varying(due to electronic throttle control)  Ride Quality & Handling:quite nice as design philosphy make it sold car, 4 wheel ABS and EBD stearing ....very stable smooth in control solid drive  Final Words:overall very very solid car....i own it   More ",1-rating,2-rating,3-rating,4-rating,3-rating
2013 Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC,Do you find this review helpful? YesNo Report (2 out of 5 people found this review helpful),3-rating,3-rating,1-rating,4-rating,2-rating
2013 Suzuki Mehran VXR Euro II,"Exterior:not very different than city 1.3 except side indicators on rear view side mirrors  Interior (Features, Space & Comfort):very good interior, good features but GPS does not behave most of the times. it has good space and very comfortable.  Fuel Economy:excellent fuel economy  Ride Quality & Handling:handling is very good and ride is as per honda standard but suspension is very hard. I have driven it on off road conditions and found no inconvenience instead it behaves like an off road vehicle. I strongly recommend this car and negate anybody who says it is car for urban areas only.  Final Words: an excellent ride   More ",2-rating,3-rating,4-rating,5-rating,0-rating
2013 Suzuki Mehran VXR Euro II,Do you find this review helpful? YesNo Report (6 out of 7 people found this review helpful),3-rating,1-rating,4-rating,3-rating,4-rating
2013 Honda City Aspire Prosmatec 1.5 i-VTEC,"Being a car fanatic, I always hated Suzuki Mehran from my childhood. And my favorite activity (like many of Pakwheelers) was to insult Mehran in every other post :)  But when I entered professional life, I realized I can't spend my weekends in workshops just to get my vehicle running during weekdays. That was the time I needed some new vehicle.  My maximum budget was 900 K and the only brand new car under this budget was Suzuki Mehran. Other options were to add some money and buy Cultus or go for imports (Mira, Alto or Passo). My considerations were running costs, ease of maintenance and resale.  Analyzing these factor the optimum choice came out to be Suzuki Mehran. I currently own both the VX and VXR versions.  Fully satisfied with the VX one but the VXR is horrible on fuel average even with AC off.  Fuel Economy: VX giving 16-17 kmpl VXR giving 13-14 kmpl without AC 10-11 kmpl with AC More ",3-rating,4-rating,4-rating,2-rating,2-rating
2013 FAW X-PV Dual AC,Do you find this review helpful? YesNo Report (8 out of 11 people found this review helpful),1-rating,4-rating,5-rating,3-rating,4-rating
2013 FAW X-PV Standard,"Exterior: With this new version many people are saying that its not worth buying and the old car was better.I on the other hand believe that this is a good step forward for the Civic.I really like the new bolder and more aggressive styling. Interior (Features, Space & Comfort): Very futuristic interior with really good options and features.Very spacious and comfertable Fuel Economy: Its good for a 1.8 litre displacement car but it sucks compared to the 1.3 Corollas and the 1.0 and even 1.3 Vitz Ride Quality & Handling: Amazingly smooth ride and handling.Its much lower down and wider then other cars so it handles better lus it has better suspension Final Words: Great car for one who affords (parts very expensive).The car tends to scrape the ground at bumps so its not good for small towns.Overall much better then Corollas all the models much better performance and comfort More ",4-rating,4-rating,5-rating,5-rating,4-rating
2013 Suzuki Mehran,Do you find this review helpful? YesNo Report (3 out of 5 people found this review helpful),4-rating,4-rating,3-rating,2-rating,4-rating
2013 Toyota Corolla GLi Automatic 1.6 VVTi,"Exterior:Very beautiful muscular look. No car in market has such dashing big look in this class of vehicle.  Interior (Features, Space & Comfort):Less impressive if compare with Honda's car of same class.  Fuel Economy:  Ride Quality & Handling:  Final Words:Over all good car, parts are less expensive as compare to Honda's parts. Robust on Pakistani roads. Maintenance is cheaper.  ",5-rating,5-rating,4-rating,4-rating,5-rating
2013 Honda Civic VTi 1.8 i-VTEC,Do you find this review helpful? YesNo Report (5 out of 11 people found this review helpful),5-rating,4-rating,4-rating,5-rating,5-rating
2013 Honda City Aspire 1.5 i-VTEC,"Exterior: Big and has a good appearance on the road  Interior (Features, Space & Comfort): space is good enough for a five member family to fit in. Everything is in place where required. Interior is high tech and elegant.  Fuel Economy: I don't care about it. It is doing from 10-12 kmpl at the moment. For me comfort and driving pleasure matters more  Ride Quality & Handling: Quality is beyond my expectations. Have been keeping corollas from 8 years but I feel like I wasted my time on them  Final Words: Best for a descent suit and tie guy   More ",4-rating,4-rating,5-rating,5-rating,3-rating
2013 Honda City Aspire 1.5 i-VTEC,Do you find this review helpful? YesNo Report (10 out of 14 people found this review helpful),4-rating,5-rating,3-rating,5-rating,3-rating
2013 Suzuki Mehran VX Euro II,"Exterior: Much better than civic Interior (Features, Space & Comfort): best seats.. good looking Fuel Economy: Better than mehran euro II Ride Quality & Handling:  Final Words:  Good stuff ..............................................................",5-rating,5-rating,5-rating,2-rating,5-rating
2013 Suzuki Mehran VX Euro II,Do you find this review helpful? YesNo Report (0 out of 6 people found this review helpful),5-rating,3-rating,5-rating,3-rating,3-rating
2004 Suzuki Mehran VX Euro II,"Exterior: honda city ki shape sports car ki jese hai  Interior (Features, Space & Comfort): honda ka interior tu bohat allla"" hai air condition power windows power mirrors ABS keyless entry tubeless tyre cup holder cd player immobilizer alloy rims remote boot fuel lid stearing adjustment defoger rear defroster finallly honda city is awesome car  Fuel Economy:  Ride Quality & Handling:  Final Words:  ",5-rating,5-rating,2-rating,2-rating,1-rating
2013 Honda Civic VTi Prosmatec 1.8 i-VTEC,Do you find this review helpful? YesNo Report (4 out of 6 people found this review helpful),3-rating,5-rating,2-rating,3-rating,4-rating
2010 Honda City 1.3 i-VTEC,"Exterior: Acceptable Interior (Features, Space & Comfort): All the buttons are hard needs improvement,space is good and suspension needs overhauling to make Mehran more comfortable Fuel Economy: Excellent Ride Quality & Handling: Rough Final Words: Improve the quality of interior by improving plastic quality, this is a wonder car ",5-rating,3-rating,3-rating,3-rating,3-rating
2013 Honda City Aspire 1.5 i-VTEC,Do you find this review helpful? YesNo Report (9 out of 13 people found this review helpful),5-rating,2-rating,5-rating,5-rating,2-rating
2013 Toyota Corolla GLi 1.3 VVTi,"on 22 may 2013 I purchased brand new mehran euro II vx version. In my true and loyal opinion If u belong to a family who have to work for the whole month and get the pay once a month, If ur pay is less than 60,000 and feeding 4 to 6 people at present then Suzuki mehran is ur best choice (i always recommend u a brand new zero meter car) ....... why.... because it will not give u any trouble for the next five years........its body and engine patrs are very cheep and u can easily afford it.......fuel eco is good.......each and every thing is available across the pakistan....if u want to sell it then it will give u NO loss even after five years. More ",5-rating,2-rating,2-rating,5-rating,2-rating
2013 Honda City Aspire 1.5 i-VTEC,Do you find this review helpful? YesNo Report (13 out of 13 people found this review helpful),3-rating,3-rating,3-rating,3-rating,5-rating
2013 Suzuki Mehran VX Euro II,"Exterior: Changed from previous Models just front cover on radiator fan.  Interior (Features, Space & Comfort): Same change is only choke button removed. rest same. Fuel Economy: Wonder, best on petrol. Ride Quality & Handling: Easy control, in my view brakes also improved. Final Words: remarkable car if you are asking for Economy and a Market car. ",2-rating,2-rating,5-rating,4-rating,5-rating
2013 Toyota Corolla GLi 1.3 VVTi,Do you find this review helpful? YesNo Report (8 out of 9 people found this review helpful),2-rating,5-rating,4-rating,5-rating,3-rating
2012 Suzuki Swift DLX 1.3,"Exterior: very stylish,manly and impressive look, better then city and compete civic. alloy rims should have been included in this price.tyres are pakistanies but of good quality. tyres have 2 years warranty which is good.no problems during night driving due to its very good crystal headlights. paint quality is not impressive and you have to take care of it.  Interior (Features, Space & Comfort):its a v comfortable and spacious car. nice looking interior. huge trunk size is added advantage. immobilizer and navigation should have also included in the price. quite and luxury room. cup holders are good in nos and ideally located. seat material and seat belts are good. rear seats leg room is v good and u feel good while sitting at the back.ac is chilling. front speakers are better then rear ones but over all its ok. automatic glass and mirrors are excellent. dash board is beautiful and gauges panel is beautiful.  Fuel Economy: is approx. 12 on long drive, 10 to 11 inside city. this is after 2000 kms. i dont know it will increase or otherwise.  Ride Quality & Handling:ride quality is good. its not under power car as mentioned in other comments. handling is also ok. abs braking system is good one. suspensions are excellent.i drove it on 180 kmph on rawalpindi -peshawar moter way without problem. engine sound is also good.  Final Words:its very reliable car as compare to any other 1300 cc in pakistan. its expensive car but good choice in this price range. civic is too expensive and city is not comfortable at pakistani roads and tracks. best value for money. in last and easy words zero meter zero meter hoti ha chhay pakistani ho ya japani ho. it depends on you , how you use it. dosri baat digi wali gari ki always ride ka maza aata ha. hope you understand. i prefer this car over suzuki all models , honda city and japan imported used cars as you are satisfied from your inner side. if you have money then go for it.   More ",5-rating,4-rating,5-rating,5-rating,3-rating
2013 Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC,Do you find this review helpful? YesNo Report (12 out of 15 people found this review helpful),4-rating,5-rating,4-rating,3-rating,4-rating
2013 Toyota Corolla 2.0D,"Exterior: Stylish. Could have been better though. But over all, a good decent look.  Interior (Features, Space & Comfort): Excellent interior in it's category. Spacious, good quality plastics used and comfortable seats. Very beautiful silver built-in music system's dashboard.  Fuel Economy: This is probably the ONLY con of this car. Fuel-wise it's not as efficient as a city or vitz. However, this also depends on the driving style.  Ride Quality & Handling: Amazing road grip. Superb acceleration. Really feels like the seat slipping from under you. No car can catch up to it. Not sure about the new Aspire 1.5 - but all the 1.3 cars were never up to the challenge of speed posed by this little beast.  Final Words: This is one of the best cars to be rolled out of the PS assembly factory yet. The build quality is as good as a Civic (if not better). I can say that because I also own a Civic 2013. I have driven this Swift very rashly as well, taking it to far fledged areas of Punjab - but it's smoothness in the drive was never compromised. My advice to people who are considering to buy a 1300CC car - go for a Swift - an excellent ride for urban to sub-urban dwellers. Even though I am myself a Honda fan, I would recommend this Swift over a City (unless you want to go an extra mile and get the Aspire 1.5 which is a total waste of money because a few more bucks will get you an Altis - a far better car than Aspire). City's suspension is the worst ever - Swift is a very good car and can fit in many different roles - a first car for a young professional, a first car for a young couple or a small family, a second car for a upper-middle class family, etc   More ",5-rating,5-rating,5-rating,5-rating,0-rating
2013 Honda City Aspire 1.5 i-VTEC,Do you find this review helpful? YesNo Report (20 out of 23 people found this review helpful),5-rating,4-rating,3-rating,3-rating,5-rating
2013 Honda City Aspire 1.5 i-VTEC,"Exterior: stylish n sporty look  Interior (Features, Space & Comfort): What can i say about this car this car is very awesome his interior looks dashing its look is excellent this car is much better than garbage corolla.Now every one is waiting for Upcoming model of Toyota Corolla 2014 i mist say that he is going to copy of Honda civic interior or exterior .Bullshit Company is Toyota So i want to give u advice buy just Honda. Car of Honda is just for his lovers ",5-rating,5-rating,5-rating,4-rating,5-rating
2013 Toyota Corolla GLi Automatic 1.6 VVTi,Do you find this review helpful? YesNo Report (7 out of 12 people found this review helpful),4-rating,3-rating,5-rating,4-rating,4-rating
2007 Toyota Corolla XLi VVTi,Jpanese car is better then local car japanese car has luxury and fully loaded cars 660cc car compare with 1300cc Corolla and low price Vitz is also better and prius best ride hybird car in price of corolla must check japan to buy car best drive in city and highway japan is best forever ....,5-rating,5-rating,3-rating,0-rating,4-rating
2013 Toyota Corolla GLi 1.3 VVTi,Do you find this review helpful? YesNo Report (3 out of 5 people found this review helpful),3-rating,5-rating,5-rating,0-rating,3-rating
2006 Suzuki Liana RXi,"Exterior:Good but a lot of cross wind deflection at motor way speed. Colour quality is poor.  Interior (Features, Space & Comfort):Generally nice with pathetic fitting of glove box remaind open mouth for one side what ever you do . multimedia screen is loose from lower left corner dealer could nt fix despite good effort.  Fuel Economy: m satisfied with fuel consumption depends upon my foot between 9 -17 km / l, 9 when you floor the accelator in race mode.  Ride Quality & Handling:1.5 120bhp is good responsive with evenly matching transmission. wana drop the car to originally designed hight 150 mm (road clearance) from pakistani raised to 160 mm. This reduce stability and road safty patheticly just for speed bumps and unmetteled roads. Im looking for jdm coil springs.  Final Words: It cut fuel at 200km/h other wise my one can do 210 plus little . Tyres are from sohrab bicycle so changed to 195/60-15 v rated. Acceleration is matching to 1.8 civic which cuts at 207 km/h. It eats altis for breakfast alone. But ride hight is lethal. More ",4-rating,5-rating,4-rating,3-rating,3-rating
2012 Toyota Corolla GLi Automatic 1.6 VVTi,Do you find this review helpful? YesNo Report (4 out of 7 people found this review helpful),5-rating,3-rating,4-rating,5-rating,3-rating
2013 Honda Civic VTi Oriel 1.8 i-VTEC,"Exterior:Excellent, sporty, sharp, side view is most beautifull of all  Interior (Features are amazing & superior among all in pakistan, honda is always spacious from inside & same is with it & as far as comfort is concerned i would like to say that it's most comfortable even among others costliest cars):  Fuel Economy:mixed average is 13(50% local+50% high way)  Ride Quality & Handling: its superb & awesome  Final Words:  it's best among all available cars in pakistan, driving is like you are driving a sports car, suspension is even superios from toyota which was previously claimed to be the best for all types of roads, even when you drive on uneven road you feel now bumps inside. no touching from downside,  More ",5-rating,5-rating,5-rating,5-rating,5-rating
2013 Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC,Do you find this review helpful? YesNo Report (3 out of 4 people found this review helpful),5-rating,5-rating,5-rating,5-rating,5-rating
2011 Suzuki Swift DLX 1.3,"Exterior: Nice and stylish exterior.  Interior (Features, Space & Comfort): Sporty and spacious interior and very quiet cabin.  Fuel Economy: 12.5/L City and 15+/L Highway  Ride Quality & Handling: Excellent ride quality and superb handling.  Final Words: The best locally assembled car in market. ",5-rating,5-rating,5-rating,5-rating,2-rating
2013 Suzuki Mehran,Do you find this review helpful? YesNo Report (7 out of 9 people found this review helpful),5-rating,5-rating,5-rating,5-rating,0-rating
2013 Audi A4 2.0 TFSI,"I bought Swift DLX manual back in July 2011. Within the first month of its use, I experienced a tuk sound in low speeds and quick pick up. It was very annoying for me so i reported the same to My dealer (Suzuki Taxila Motors) from where I initially bought the car. I was told that it's the axle's fault. They reported the matter to the company. An authorized person (Mr. Ibrar)of Pak Suzuki for this region checked my car and said that its because of a pin in the gear box and that needs to be changed. so they lowered the gear box and changed that pin. the sound went off but only for a week. it came back and is there ever since.... Finally I was told try to live with it 'coz even the Japanese can't do anything about that......It really frustrates me!!!  So did anyone experience the same sound?? and found any cure for that??? plz respond!  Apart from that the car is Ok as far as its style and comfort is concerned. Fuel consumption is not that gud. Would give around 11 kmpl in local with AC and 14-15 KMPL on the highway. without AC the local average goes to around 12-13 kmpl and on highways from 15-16 kmpl.  More ",5-rating,5-rating,5-rating,3-rating,4-rating
2012 Suzuki APV GLX,Do you find this review helpful? YesNo Report (10 out of 15 people found this review helpful),5-rating,5-rating,5-rating,2-rating,4-rating
2013 Honda Civic VTi 1.8 i-VTEC,Exterior: Suzuki Mehran is a bad and poor car . 20 years same shape local quailty Interior Simple plastic dashboard not a single thing is luxury in this car. Bad local engine very sound .7 Lakh waste in this car Japan Car is Much Much betterb then Local Suzuki Car .Japan has luxury cars and fully loaded models new shapes and styles interior is luxury and AC chill like Reborn Civic ..Must Check Japanese Car then decided ,5-rating,5-rating,3-rating,0-rating,4-rating
2013 Suzuki Mehran VXR Euro II,Do you find this review helpful? YesNo Report (4 out of 4 people found this review helpful),5-rating,5-rating,3-rating,0-rating,0-rating
2012 Suzuki Mehran VX Euro II,"Exterior:  Interior (Features, Space & Comfort):  Fuel Economy:  Ride Quality & Handling:  Final Words:  Extreme balance regarding Price & Performance",5-rating,3-rating,2-rating,5-rating,5-rating
2013 Suzuki Mehran VXR Euro II,Do you find this review helpful? YesNo Report (5 out of 11 people found this review helpful),5-rating,3-rating,0-rating,4-rating,5-rating
2012 Suzuki Mehran VXR Euro II,"Exterior: Excellent. Looks good. Fantastic for parking in narrow spaces. Interior (Features, Space & Comfort): Excellent interior with lots of space inside for 8 persons. Though for extra luggage you need an over head carrier. Fuel Economy: Factory fitted CNG does 110 kms in the cylinder. Otherwise it does 10 km/lit. Both mileages with AC in Lahore. Ride Quality & Handling: For a van, the ride quality is excellent. Specially on Pakistani roads the suspension is too good. Final Words: An excellent van for a family of 6-8 persons.  ",4-rating,3-rating,0-rating,4-rating,5-rating
2013 Suzuki Mehran VX Euro II,Do you find this review helpful? YesNo Report (4 out of 10 people found this review helpful),3-rating,2-rating,0-rating,4-rating,2-rating
2013 Toyota Fortuner 2.7 VVTi,"Exterior: Nice Sporty look.  Interior (Features, Space & Comfort): very basic interior but seating is really comfortable and outer view is wonderful. Driving in city like Sialkot it needs a lot of extra care on on road and this SUV is prefect.  Fuel Economy: Just drove 130 km yet. No idea so far  Ride Quality & Handling: Great.  Final Words: Nicae SUV and I must say a real value of money.  ",4-rating,4-rating,3-rating,4-rating,3-rating
2013 Toyota Corolla Altis Cruisetronic 1.6,Do you find this review helpful? YesNo Report (10 out of 14 people found this review helpful),4-rating,3-rating,4-rating,3-rating,0-rating
2013 Suzuki Mehran VXR Euro II,Toyota Vitz Best Car For Family Use Previous Model is Also Best Old Model has 4 cylinder engine And New has 3 cylinder Old Model Also Use on CNG New Is not use on CNG Old Model is much better then new model. Old Model is Compare to Corolla 2009 New model is also good But previous is best Vitz Is a Value Of Money .. So u buy car then first check previous model 90% people like previous model becoz previous model engine ismost powerfull then new engine .. Vitz is better then local car .... Previous Shape is Also better Then New Vitz ....... ,3-rating,4-rating,3-rating,0-rating,5-rating
2006 Suzuki Liana RXi,Do you find this review helpful? YesNo Report (1 out of 4 people found this review helpful),4-rating,3-rating,0-rating,0-rating,5-rating
2013 Toyota Corolla,"Exterior: just fazool (in punjabi jithoon di Khoti Uthey hee Khaloti=matlub 1989 se 2013 tak tmam models same aik jesey just 2013 )  Interior (Features, Space & Comfort): total flop kuch kehna waqt ka ziaa hai  Fuel Economy: very good since its 1st model of 1989 to newest 2013 model  Ride Quality & Handling: driving it so so risky bkaz of its very old fashion breaking system  Final Words: except fuel economy its total slugish atempt by suzuki since 1989 to date  ",3-rating,0-rating,0-rating,5-rating,0-rating
2013 Honda City 1.3 i-VTEC,Do you find this review helpful? YesNo Report (2 out of 5 people found this review helpful),0-rating,0-rating,0-rating,5-rating,5-rating
2013 Honda Civic VTi Prosmatec 1.8 i-VTEC,"Exterior: very very cute car ever built by suzuki  Interior (Features, Space & Comfort): such an excelent dreaming interior even like a personal air plane  Fuel Economy: very high on CNG 55KG tank on highway 230km in city below fifth even oftenly with 3rd gear 150km  Ride Quality & Handling: riding it very dashing with good road grip but its hight is little bit un-duelly much that should not be  Final Words: just one thing suzuki should do is improving its engine which i would wish be as like as coming in an TOYOTA-XLI kash kash kash suzuki waley Liana ki hight thori kum ker dien aor is mien toyota XLI wala engine laga kr Liana lovers pe rehm aor ahsan ker dien  More ",0-rating,0-rating,1-rating,1-rating,2-rating
2004 Suzuki Mehran VX Euro II,Do you find this review helpful? YesNo Report (13 out of 17 people found this review helpful),0-rating,0-rating,5-rating,5-rating,4-rating
2012 Audi A4,Toyota Vitz Best Car For Family Use Previous Model is Also Best Old Model has 4 cylinder engine And New has 3 cylinder Old Model Also Use on CNG New Is not use on CNG Old Model is much better then new model. Old Model is Compare to Corolla 2009 New model is also good But previous is best Vitz Is a Value Of Money .. So u buy car then first check previous model 90% people like previous model becoz previous model engine ismost powerfull then new engine .. Vitz is butter then local car ....,0-rating,1-rating,5-rating,0-rating,5-rating
2012 Suzuki Swift DLX 1.3,Do you find this review helpful? YesNo Report (0 out of 2 people found this review helpful),0-rating,1-rating,5-rating,0-rating,4-rating
2012 Honda Civic VTi Oriel 1.8 i-VTEC,"Exterior: Many people disagree but Honda City offers a strong built car and much better than Toyota Corolla GLI. Toyota has been bulking up the new Corollas and this is one of the reasons it gets scratches and dents the most in our crowded traffic of Pakistan. The shape is more focused towards young guys with an aggressive look.  Interior (Features, Space & Comfort): Honda City offers a beastly interior. The elegant black interior and completely different shapes provides a very sleek and appealing interior. It's indeed not as much spacious as Corolla but at least it's new and awesome! While on the other hand, most of the Pakistan manufactured cars are offering the same interior since ages. Thank God Honda has thought of something new. The car is comfortable enough but not the best. Seriously, neglect this factor as there is much more and if you care so much about the comfort then get a soft pair of tiers and you can have pretty good comfort. The car has enough room to relax and stretch for five persons and put your goodies in the huge trunk. The most coolest feature in terms of capacity is they are now offering very good amount of space below the rare seats where you can put your small items i.e Laptops.  Fuel Economy: The best in Pakistan. No other Pakistan manufactured car could be a comparison. The reason is simple that Honda has not bulked up the car with unnecessary amount of weight. The car runs perfectly fine on Petrol and on CNG as well but make sure to get it done from someone good who knows what he is doing.  Ride Quality & Handling: Again, the best among the Pakistan manufactured cars. The engine is soundless, the handling is just perfect! The car is fully under your control at maximum speed and the ABS is your best friend.  Final Words: Let me explain. When you'll try to buy a City people are going to say ""The spare parts are expensive"". Let me tell you, they are not! The better item, the higher the cost. They are a bit expensive but they are affordable. Or better yet, just get your car insured. Secondly, people are going to claim that Honda City has a low resale value. I'll agree but then again, the car has been underestimated. Anyone with a good brain would prefer Honda City over any other car that you'd get for the same amount.  Thank you Honda!   More ",1-rating,5-rating,1-rating,5-rating,2-rating
2012 Honda City 1.3 i-VTEC,Do you find this review helpful? YesNo Report (8 out of 11 people found this review helpful),1-rating,5-rating,5-rating,5-rating,5-rating
2013 Suzuki Swift DLX Automatic 1.3,"Exterior: The overall look is great  Interior (Features, Space & Comfort): Has excellent set of features, lots of buttons, everything automatic. Pak Suzuki however (compared to the international version) has removed ABS, indicator lamps from the side mirrors, Outside Temperature reading and Estimated Mileage reading from the Pakistani version of Swift.  Fuel Economy: 12 KMPL  Ride Quality & Handling: Ride quality is horrible on bumpy/damaged roads. Pak Suzuki is not fully doing there job when it comes to finishing. They probably don't even do a drive test before the car is made ready for delivery. You can spot a thousand problems in their brand new car, mostly mechanical issues. The inside of the doors are bare metal without any padding of sound absorbing materials etc. So they vibrate when you crank the volume up on your sound system. Also on bumps the ride gets too noisy. On smooth roads however the cabin is pretty quiet. Suspension is hard, but that gives you the advantage of good braking and good handling.  Final Words: It is for sure a lovable car. You can really feel the thrust with which the car moves when you push the accelerator all the way down. One reviewer mentioned that the car doesn't move above 120KMPH but this is because he couldn't really push the accelerator further down. I'm not sure whether this is a feature or not but accelerator pushes very easily until a point. Beyond that point you need to press it quite harder and that is the point when the car actually goes above 120KMPH. Build quality sucks big time, but the engine doesn't. I'm really enjoying my ride. More ",5-rating,3-rating,5-rating,5-rating,4-rating
2013 Toyota Avanza,Do you find this review helpful? YesNo Report (3 out of 5 people found this review helpful),3-rating,5-rating,5-rating,4-rating,3-rating
2012 Honda City 1.3 i-VTEC,"Exterior: Very Stylish  Interior (Features, Space & Comfort): Features are good, not everything is in it which should be according to the Fat price tag but its still a Good bargain,Space is way above any of its competitors (in the market) with proper 8 seats and luggage space to boot. Comfort is..... well this car is mad3e on the chassis of Hilux, its basically for the person who wants to buy a Hilux but find its harshness a no no for the family, Basically its a hilux for the family with complete space, seats and OFFROAD capabilty.  Fuel Economy: Ok for a 2.7 Liter, not good if u drive it with a heavy foot  Ride Quality & Handling: If you are an offroad enthusiast than this is the car for you, It has ALL the things an offroad car should have. It has ground clearance, Limited slip differential, manual 4x4 transaxle, proper heavyduty chasis and body for offroading. Its not a softie like the Honda CR-V.  Final Words: Its a serious no nonsense Offroader unlike the CR-V   More ",5-rating,5-rating,4-rating,3-rating,4-rating
2013 Suzuki Mehran VXR Euro II,Do you find this review helpful? YesNo Report (1 out of 2 people found this review helpful),5-rating,4-rating,4-rating,3-rating,0-rating
2013 BMW 5 Series,"Exterior: The styling is excellent and the car is very attractive. It's sleek and it's actually shaped like an arrow. Overall, the design and build is fantastic.  Interior: The interior is brilliant, especially if you opt for beige cloth instead of black. The quality of the upholstery and all the materials, even if they are plastic, is very good. The stereo system is also a good one for this price range.  Fuel Economy: Fuel economy is exceptional in this car, it achieves 11.4 km/l of mostly city driving with the A/C on all the time and being thrashed around. Because of the current CNG crisis, buying this will help preserve CNG reserves.  Ride Quality: The ride quality is very good, and it's not as hard as many people say, but it is harder than a Corolla. That might be a good thing because this feels better over bumps than my old GLi, that was too jumpy.  Performance & Handling: This being a Honda, lives up to expectations and the acceleration is amazing. Handling, too is brilliant, even at high speeds, like 130 km/h, it does not wave around or vibrate much. Acceleration is better than the Swift or GLi/XLi and it can easily take them in a drag race.  Final Words: Honda has outdone themselves with this car and this is an excellent buy for anyone thinking about it. This is better than the GLi/XLi or the Swift/Liana, and I can vouch for that having owned all of them. I would recommend going for the auto as the manual is jerky, but you should test drive it as you may feel differently. Thank you.   More ",4-rating,3-rating,3-rating,5-rating,4-rating
2013 Toyota Corolla XLi VVTi,Do you find this review helpful? YesNo Report (1 out of 2 people found this review helpful),4-rating,4-rating,3-rating,4-rating,4-rating
2013 Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC,I need suzuki mehran vxr 2013 on 11th or 12th feb .....i need dix car on minimum own so any 1 interested contact me asap 0345-7766117.  Plx tell me da colours available in vxr.  I need suzuki mehran vxr 2013 on 11th or 12th feb .....i need dix car on minimum own so any 1 interested contact me asap 0345-7766117.  ,3-rating,3-rating,5-rating,0-rating,4-rating
2013 Honda Civic VTi Oriel 1.8 i-VTEC,Do you find this review helpful? YesNo Report (0 out of 2 people found this review helpful),4-rating,3-rating,5-rating,0-rating,4-rating
2012 Suzuki Mehran VXR Euro II,"Exterior: white Interior (Features, Space & Comfort): it is very comfertable and it has many amazing features. Fuel Economy:15  Ride Quality & Handling:the car is very good and its price is also affordable and it is very good in drive.  Final Words:i love this car.  ",3-rating,4-rating,4-rating,5-rating,5-rating
2013 Suzuki Cultus EURO II,Do you find this review helpful? YesNo Report (0 out of 2 people found this review helpful),3-rating,5-rating,0-rating,4-rating,0-rating
